日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2017-05-25,=1517.4919,=1685.5200,=905785908419.2002,=726740622676,=182158485647.4700,=1.3098,=0.5953,=1.3730,=1.2925,=1.1795
2017-05-24,=1472.5613,=1635.6100,=883437416438.2000,=707559844395,=176986513213.4000,=1.2775,=0.4310,=1.3730,=1.2922,=1.1795
2017-05-23,=1472.2019,=1635.2100,=881195458807.0999,=705551488900,=176821677361.7000,=1.2743,=0.4149,=1.3730,=1.2925,=1.1795
2017-05-22,=1483.0923,=1647.3100,=870886589659.9000,=697080729970,=177167628576.6300,=1.2594,=0.3561,=1.3730,=1.2926,=1.1795
2017-05-19,=1496.5497,=1662.2600,=871686399257.8000,=697562395892,=178396302706.7800,=1.2605,=0.3654,=1.3730,=1.2928,=1.1795
2017-05-18,=1489.1139,=1654,=867349728720.6000,=694406054470,=177519767175.2100,=1.2542,=0.3340,=1.3733,=1.2931,=1.1793
2017-05-17,=1500.0609,=1666.1600,=873658030323.4000,=699795908325,=174891037129.9801,=1.2644,=0.3798,=1.3733,=1.2933,=1.1793
2017-05-16,=1495.2254,=1660.7900,=875159376927.4000,=700804652312,=174483413057.5400,=1.2666,=0.3849,=1.3733,=1.2934,=1.1793
2017-05-15,=1477.6265,=1641.2400,=870203819599.7001,=696535365066,=172705736376.6201,=1.2594,=0.3578,=1.3733,=1.2935,=1.1793
2017-05-12,=1465.3588,=1627.6100,=856394482346.0001,=684981121208,=170863921656.3900,=1.2394,=0.2981,=1.3733,=1.2941,=1.1793
2017-05-11,=1464.3047,=1626.4400,=856739209736.2000,=685137826612,=170804189479.4400,=1.2399,=0.2987,=1.3733,=1.2946,=1.1775
2017-05-10,=1474.3435,=1637.5900,=859443510794,=687098415616,=171756519910.4700,=1.2438,=0.3015,=1.3733,=1.2950,=1.1775
2017-05-09,=1497.9348,=1663.7900,=867618399244.9999,=694247168536,=174279358743.3800,=1.2557,=0.3435,=1.3733,=1.2954,=1.1775
2017-05-08,=1484.7739,=1649.1800,=865574283482,=692063123165,=172975640958.8801,=1.2527,=0.3290,=1.3733,=1.2954,=1.1775
2017-05-05,=1504.6610,=1671.2700,=873703896661.7001,=698152968342,=175045464238.9801,=1.2645,=0.3734,=1.3733,=1.2955,=1.1775
2017-05-04,=1545.2207,=1716.3200,=892014439149.8000,=713528498314,=179487887286.0500,=1.2910,=0.4748,=1.3735,=1.2961,=1.1775
2017-05-03,=1571.0324,=1744.9900,=902776681118.9000,=723351644574,=182382782442.8300,=1.3066,=0.5614,=1.3735,=1.2967,=1.1775
2017-05-02,=1577.8776,=1752.5900,=901308159898.1000,=721811810865,=182840552939.4600,=1.3044,=0.5495,=1.3735,=1.2961,=1.1775
2017-04-28,=1576.2600,=1750.7900,=894628766164.9000,=716597574973,=182308724123.6100,=1.3279,=0.6630,=1.3735,=1.2955,=1.1775
2017-04-27,=1567.2957,=1740.8400,=888302919078.6000,=711798079841,=178173039370.6200,=1.3373,=0.6954,=1.3735,=1.2954,=1.1775
2017-04-26,=1565.0684,=1738.3600,=884905369352.0001,=708295575844,=177779737628.2401,=1.3330,=0.6814,=1.3740,=1.2954,=1.1766
2017-04-25,=1559.4583,=1732.1300,=884597026641.2001,=707614486097,=177231289621.1300,=1.3299,=0.6718,=1.3740,=1.2950,=1.1766
2017-04-24,=1559.8223,=1732.5300,=884188564280.7000,=707774512630,=177331989542.3100,=1.3325,=0.6800,=1.3740,=1.2946,=1.1766
