日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB市值加权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-10-10,=2953.3137,=3319.1600,=964427302169.4398,=763166232821,=505042802205.4600,=4.0746,=0.6574,=4.5477,=3.7526,=3.1749
2022-09-30,=2835.7051,=3186.9800,=920139809196.3300,=729754906665,=481413110001.4700,=3.8874,=0.5713,=4.5477,=3.7515,=3.1749
2022-09-29,=2848.0358,=3200.8400,=920854116785.8000,=731075172768,=481576015248.2600,=3.9018,=0.5819,=4.5477,=3.7504,=3.1749
2022-09-28,=2829.2161,=3179.6900,=918138610166.3400,=727978253754,=480048370391.9299,=3.8903,=0.5737,=4.5548,=3.7496,=3.1738
2022-09-27,=2855.8719,=3209.6500,=922900305942.8400,=730924261427,=482823943906.7600,=3.9105,=0.5860,=4.5548,=3.7487,=3.1738
2022-09-26,=2773.5355,=3117.1100,=900369110182.2001,=713109311466,=470691096930.8400,=3.8150,=0.5390,=4.5548,=3.7480,=3.1738
2022-09-23,=2858.0448,=3212.0900,=927914032036.0200,=734088260017,=485623177232.9800,=3.9317,=0.5986,=4.5548,=3.7473,=3.1738
2022-09-22,=2908.7421,=3269.0700,=938918103958.6000,=742504193327,=491075514478.3601,=3.9784,=0.6235,=4.5548,=3.7473,=3.1738
2022-09-21,=2932.3363,=3295.5800,=947053539651.9399,=749070330401,=495355730628.1901,=4.0128,=0.6381,=4.5558,=3.7472,=3.1727
2022-09-20,=2988.8913,=3359.1400,=971283550837.1801,=767892394744,=507739458128.1801,=4.1155,=0.6705,=4.5558,=3.7471,=3.1727
2022-09-19,=3008.2730,=3380.9300,=981771237776.2300,=775361631389,=513617051754.5101,=4.1599,=0.6766,=4.5558,=3.7469,=3.1727
2022-09-16,=2991.9352,=3362.5600,=971986787918.7400,=767489195520,=508771005294.6201,=4.1185,=0.6724,=4.5558,=3.7469,=3.1727
2022-09-15,=3040.1295,=3416.7300,=985284662680.1300,=779271645970,=516149753186.5599,=4.1906,=0.6848,=4.5558,=3.7469,=3.1727
